odai_type,odai,response,score,predicted_score
image,,最近作物を荒らす猿を懲らしめようとしたが、食材にメッチャ感謝しながら食べてて怒りの矛先を見失う,1.0,0.3796120882034302
image,,ツカル,-0.32778127881365027,0.27718430757522583
image,,パーリナイ,-0.5211017204097173,-0.6175472140312195
image,,腹痛が限界になったので近くのデパートに入ったら突然来店10万人目を祝うクラッカーが鳴り、びっくりして全部出た。,1.0,0.6837803721427917
image,,左のトットロ♪トットーロ♪,0.33731446658580255,-0.008692938834428787
image,,クーポン券払い,-0.32778127881365027,-0.11737164855003357
image,,ナリのトトロ,-1.0,-0.6013277769088745
image,,怪人が出たって聞いたから来たけど...アッコさんじゃねぇか!,0.2743311043723744,0.055207155644893646
image,,おな~イき~,-0.5211017204097173,-0.5422923564910889
image,,運転中だろうと会話はしっかり相手の目を見るタイプ,1.0,0.14389386773109436
image,,まじか!おい見ろよ笑俺の手!俺の手!豚かよ笑笑笑,-0.11393289262733997,0.15359851717948914
image,,ずっと前から好きでした,0.866366174403135,0.3101885914802551
image,,『陸王』↔︎『魚民』,1.0,0.22875596582889557
image,,ずかしかったで,1.0,0.3797856867313385
image,,嫌いな先輩がミスして上司に怒鳴られてるのを聞きながらパソコン見てる俺(リアルタイム),1.0,0.23543421924114227
image,,深いため息,-0.32778127881365027,0.0005686692893505096
image,,あっ...あのっ、助けていただいてありがとうございました!!,1.0,-0.3796110153198242
image,,見栄,-0.32778127881365027,-0.06458684056997299
image,,クラスでは立派に浮いてるじゃない,1.0,0.26110896468162537
image,,初健診を鳴き喚いて切り抜けようと思ってたが、先生が怖いので自ら首をすわらせ相手の目を見て話しを聞く好印象作戦に切り替えた,1.0,0.39408838748931885
image,,友達の友達がアルカイダ,-0.32778127881365027,-0.3614340126514435
image,,ないない,-0.38103295279962135,-0.16731637716293335
image,,7階に転居した,-0.2045671752179079,-0.2296200394630432
image,,「全米が泣いた!」の「全米」の正体,0.06780706505795586,0.5596238374710083
image,,バレエパフォーマンス「テイジタイシャ」,-0.14158381300447986,0.38473957777023315
image,,亀に負けただと,-0.32778127881365027,0.2917537987232208
image,,えぇそうです。毎日ピカピカ輝いてるので,0.15111700077663248,0.4625093936920166
image,,「それ何だよ?」「給食のコッペパン」,-0.32778127881365027,-0.23444096744060516
image,,うっかり洗濯機の中に入ってしまいました,-0.1716420747371854,0.06699355691671371
image,,げ散らか,0.08316301918787916,0.05888647586107254
image,,卒業式で最前列のやつが笑わせてくる,0.06780706505795586,0.3421461582183838
image,,次の元号小室だってよ,-0.24096418518952545,-0.2856975197792053
image,,お連れ様の準備ができました,-0.14158381300447986,0.3834470510482788
image,,先生! 先生「ハゲてなどいない!」弟子「。。。,-0.2045671752179079,0.35038745403289795
image,,検索履歴消すの忘れた,-0.08833213901850889,0.2716359496116638
image,,スープに浮いた油を合体させて遊ぶ,1.0,-0.0633399561047554
image,,お祈りをするか岩海苔にするか,-0.32778127881365027,-0.12160199135541916
image,,山口君のお父さんが、借り物競走でツラ貸してくれた,-0.32778127881365027,0.5447512269020081
image,,私に遺産全部ゆずる,-0.28165258061457576,-0.1625937521457672
image,,壇蜜、引退,-0.5211017204097173,-0.4345334470272064
image,,さっき、犬が運転してたよな...,1.0,0.46413958072662354
image,,ドミノが完成に近づいてくると急に出てくる妖怪,1.0,0.12010622769594193
image,,マスタードンペリ入りました,-0.32778127881365027,-0.40690016746520996
image,,三葉に誰お前?って言った時の周りの反応,0.23793409440075686,0.6689596772193909
image,,没収〜!,1.0,-0.47955310344696045
image,,インディードで紹介された仕事がこれ,-0.32778127881365027,0.4026121497154236
image,,もう帰ってきたの!?,-0.24096418518952545,0.2750476598739624
image,,ダイブしたら戻れなくなったので客として楽しむことにしたベース,1.0,0.09180425107479095
image,,破滅の使者が部長を消してくれた,-0.6204820925947632,0.22842276096343994
image,,やべえ10時だ!!/あ、日曜か,1.0,-0.12385009229183197
image,,落ちてるプーさんを片っ端から蹴っ飛ばす,1.0,0.48777735233306885
image,,鬼龍院翔,-0.2045671752179079,-0.09026595950126648
image,,二個目の吹き出しが分かりにくいです/出題者に言え,-0.32778127881365027,0.45005151629447937
image,,あなたが落としたのは金のラスカルですか?それとも・・・あっ、ちょっとおりて、頭からおりて!,1.0,0.2577110528945923
image,,リーブ21に断られたって?そんなに絶望的なのかい?君の頭は?,-0.2045671752179079,0.34705018997192383
image,,「見て、ソフトバンクユーザーが困ってるwww」「当然だぜ、回線を壊したのは俺たちだからな!」「auにしないからだよww」,1.0,0.46604204177856445
image,,子供たちが夏休み中のママ,1.0,0.03153662756085396
image,,夏バテ、シャンシャンのピンチヒッター,-0.11393289262733997,0.18737658858299255
image,,ギャル曽根の共犯のMAXスズキも自供しない,-0.32778127881365027,0.42824816703796387
image,,モーター,1.0,-0.19883324205875397
image,,大阪夏の陣痛,0.051736628591586564,0.04354603588581085
image,,全ての挨拶が適当,-0.38103295279962135,-0.26192814111709595
image,,星をつけると表示されるよ,1.0,-0.06906458735466003
image,,スネ夫「ごめんのび太このゲーム誰も出来ない」,-0.1716420747371854,-0.08207982033491135
image,,『磯野波平』という人物は元々この世に存在していなかった。みんな、いいね?,1.0,0.5179339051246643
image,,なぜか/ハエが/手にとまろうとする,1.0,0.2403714656829834
image,,マーシー岩,-0.24096418518952545,-0.04699959233403206
image,,タケちゃんマン,-0.2045671752179079,-0.2431628704071045
image,,ちょっと、待って、みんな見えない?透明のおじさん。,-0.32778127881365027,0.1319994479417801
image,,『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょ,0.29118576838672805,0.3532342314720154
image,,幽体離脱したら霊の方に服持ってかれた,1.0,0.19467821717262268
image,,うるせぇ十万ボルトだ,-0.11393289262733997,0.4500609040260315
image,,「お会計、503円になります」『すみません。少しお待ち頂けますか?えーっと、3円、3円っと』,0.08316301918787916,0.19380947947502136
image,,「住所は?」「M78星雲」「パスポートは?」「ありません」「ハイ、不法入国で逮捕ね?」,-0.11393289262733997,0.1086779311299324
image,,/タス..ケテ...\,1.0,-0.2656261622905731
image,,自分のこと,-0.2045671752179079,0.4028317630290985
image,,luedevilAOBEandyellowdevilKISUKEandreddevilAKAN,1.0,-0.5565500259399414
image,,先輩、浮気バレだからって奥さんに掛けても無駄ですよ,-0.11393289262733997,0.4389253258705139
image,,魔王の後継者を決める,0.2566117288013221,0.14705559611320496
image,,杏コモン,0.11196736997390078,0.3365352153778076
image,,飲み込もうとすると、揺らして吐かせてくる,-0.28165258061457576,0.23234915733337402
image,,飼育員「細かいことを言うやつだな、そんなに白黒をつけたいのか!」,0.2743311043723744,0.11955581605434418
image,,10人中1人だけいやらしい事を囁いてくる,-0.32778127881365027,0.3521214425563812
image,,俺はパンパース派だって言ったよな?どうしてここにムーニーマンがあるんだ?俺は履かないぞ!,0.034881964577232916,0.19988113641738892
image,,今月も入れといてくれ。,-0.32778127881365027,-0.4178038239479065
image,,ミサイル発射のメニューのところでフリーズするから直してね!,-0.32778127881365027,0.2380942553281784
image,,いい薬すすめましょか,-0.2045671752179079,0.14395606517791748
image,,目標ですか?もちろん、ソロデビューです,1.0,0.027064677327871323
image,,お百度参り,-0.5211017204097173,-0.41349565982818604
image,,マウンドでウ◯コすんな〜!!,-0.6204820925947632,-0.6631354093551636
image,,人気(任期)があったほうが良い,-0.32778127881365027,0.10507778823375702
image,,バイキンマンが最終形態に変身した,-0.24096418518952545,-0.2930092215538025
image,,男にはな、やらなきゃならねぇ時があるんだ 元気でな,0.16323937042444214,0.4583527445793152
image,,主人公を選択してください,-0.06449840760781256,0.3481825590133667
image,,でしょう,1.0,-0.10291292518377304
image,,色々な女性がでてくるよ,-0.5211017204097173,-0.12092485278844833
image,,稲村亜美,0.017162589006180395,-0.08880291879177094
image,,石崎www,-0.5211017204097173,-0.4962198734283447
image,,ソーセージは直射日光を避けて保管してください,-0.32778127881365027,-0.11963245272636414
image,,ガースー黒光り陸軍士官学校,0.8250937516428218,0.33617496490478516
image,,貸衣装屋さん,0.034881964577232916,0.03275506570935249
image,,おとうさん(左下)と一緒に写真撮ったぜ☆,-0.021260538718001376,0.2223147451877594
image,,家に火を付けると消防車がやってきて消す、ということを学習した,-0.28165258061457576,0.17192581295967102
image,,敗北,-0.32778127881365027,-0.2671492099761963
image,,永遠の0点,0.85849676608475,0.44381478428840637
image,,一週間ぶりにう○こが出た,-0.28165258061457576,-0.1574750542640686
image,,比喩表現で,-0.0015150453943845177,0.18236498534679413
image,,スマン、遅刻した!...え、プレゼント?...あ~焦ってたから忘れて来ちゃった。ちょ、今時ギャフンってリアクション古いなア\!,0.11196736997390078,0.4232504367828369
image,,「生意気なひざ小僧だわ!こうしてやる『ガン』痛ーーー!!あ、タクシー2台もいりません」「俺の嫁、やべぇだろ?」,1.0,0.20405250787734985
image,,きれいな顔してるだろ。ウソみたいだろ。寝てるんだぜ。それで...,-0.24096418518952545,-0.09752050042152405
image,,ジャンケンポン!グ・リ・コ..と,1.0,0.09516894817352295
image,,父さんに今日何の日?って聞かれる。,0.3715456256601535,0.33610254526138306
image,,へ〜ここが大都市かぁ,1.0,0.06068822741508484
image,,矢沢永吉(1歳),1.0,-0.26257219910621643
image,,引かぬ媚びぬ顧みぬ,0.2181886010771401,-0.3397822082042694
image,,昨日徹夜したのに全然問題が解けないわ...やっぱ勉強した方が良かったのかなぁ......,1.0,0.6030468940734863
image,,猫時々おやじ,-0.32778127881365027,0.09383413940668106
image,,サービス残,-0.44401631501304983,-0.030449146404862404
image,,警察の電話番号、分かりま,1.0,-0.20712319016456604
image,,「きゃりーぱみゅぱみゅのにんじゃりばんばんのCDをください」を何度も噛み続けるも、完璧に言えるまで微動だにしない店員,1.0,0.5115862488746643
image,,試合中に口から自分のクローンをだしちゃうのが癖のマイケル,-0.24096418518952545,0.3323207497596741
image,,金を出せというのですか?強盗さん,-0.2045671752179079,-0.09051501005887985
image,,ひらがな多いな。,-0.32778127881365027,-0.11878007650375366
image,,ペン二本、リンゴ、パイナップルを用意します。,-0.38103295279962135,0.021909508854150772
image,,もし痛かったら手を上げて教えてくださいね〜。,1.0,0.10016488283872604
image,,ここは任せて先に行け!,-0.2045671752179079,-0.29551440477371216
image,,中二病の頃の黒歴史,0.26558501477789687,-0.14319171011447906
image,,吉田沙保里の気を鎮めるため,-0.5211017204097173,-0.12775322794914246
image,,夜に繁華街で遊んでたら見回りの先生達に見つかった,-0.06449840760781256,0.6082496643066406
image,,みんな起きてーっ!,-0.5211017204097173,-0.6907668113708496
image,,サイコーの晩餐,-0.021260538718001376,0.20566922426223755
image,,電気止められた..明日にはガスも止まる,-0.2045671752179079,0.3980039060115814
image,,後妻業,-0.5211017204097173,-0.042555853724479675
image,,「父さん、妖怪が近づいてきています!」,-0.32778127881365027,0.32741662859916687
image,,バーチャンファイター,-0.32778127881365027,0.009254422038793564
image,,どこ見てんのよー!...あ、いえ,-0.28165258061457576,0.3817344307899475
image,,特定の条件をクリアしてくと使えるキャラが増えるタイプのゲーム画面,0.7532293839626572,0.21327084302902222
image,,僕のチャームポイントは手のひら!/でも、そう簡単には見せませ~ん!/あれ?ひざ小僧も、可愛いな,1.0,0.033272650092840195
image,,麻酔の効いた顔がツボって手術失敗した,1.0,-0.054380759596824646
image,,叩かれるドラムの痛み・悲しみ・辛さ・終わりのない絶望感を思うと申し訳なくて直視できないし、口に入れたバッタが暴れすぎ。,1.0,0.43808218836784363
image,,花粉前線到来!,0.2181886010771401,-0.16200512647628784
image,,ごんお前だったのか...ミサイルから国を守っていたのは...,1.0,0.1349668800830841
image,,御社のオープンな社風に魅力を感じました,0.09786532679066151,0.12152263522148132
image,,フルカラー,1.0,-0.1855316162109375
image,,ワオンカードの犬の声がうるさい,-0.44401631501304983,0.02740045264363289
image,,『の、のび太くん...逃げt...』,-0.24096418518952545,0.18728765845298767
image,,先には滝しか見えない,-0.11393289262733997,-0.036349132657051086
image,,孫悟空があっさり掌から抜け出した,-0.2045671752179079,-0.10183174908161163
image,,ちゃ〜ん!,-0.2045671752179079,-0.4248027801513672
image,,イシモチを釣りあげた,-0.2045671752179079,0.27522170543670654
image,,左折の時はしっかりサイドミラーを見ろよ!,1.0,-0.45605790615081787
image,,毎朝うるせえ奴だったが、ああなっちまったらお仕舞いだな。俺たちも気をつけようぜ,-0.28165258061457576,0.3770119547843933
image,,ボクを倒す?そういう事は後ろの四天王を倒してから言いなよ,-0.04220344081943439,0.4204351007938385
image,,とにかくケツが好き,-0.11393289262733997,-0.1509997546672821
image,,豪に入れば豪に従え,1.0,-0.24530543386936188
image,,持ち物検査ガチ勢,-0.04220344081943439,0.0324736051261425
image,,まあまあ、なくなったカーテンのことはもういいじゃないか,1.0,0.026404373347759247
image,,インフルエンザの予防は、うがい・手洗い・マスク,-0.24096418518952545,-0.17731955647468567
image,,羊が15395匹 羊が15396匹 羊が15397匹,0.17495073218732893,0.23008814454078674
image,,TOEIC英語,-0.5211017204097173,-0.10276686400175095
image,,妻のワンダーコアのモノマネがつまらなさを超越してるんだ。助けてくれ,-0.32778127881365027,-0.4567297101020813
image,,「もう、渡せないかと思ってたラブレター受け取ってくれ」,-0.28165258061457576,0.6230716109275818
image,,紅に染まったこのオレオ,1.0,0.0748637318611145
image,,上杉謙信性別,-0.1716420747371854,0.002341785002499819
image,,園児なのに野生を覚醒させないの!!,0.19724569897570698,0.11325997859239578
image,,完全なマッスルスパーク,-0.44401631501304983,-0.4717516303062439
image,,この辺で黄色い車に乗った髭面見なかったかい?,-0.2045671752179079,0.04246808588504791
image,,シルク道路,-0.28165258061457576,-0.1832428127527237
image,,リア充,-0.14158381300447986,-0.24659188091754913
image,,木星のカービィ,-0.44401631501304983,0.17993050813674927
image,,えーとね、見た目は普通のよくある朝食って感じなんですけどね、こだわりがあるということでね、それでは早速、いただきま,0.09786532679066151,0.5347664952278137
image,,間違えて上司のパソコンにラブメールを送ってしまった。が、まんざらでもなさそうどころか危険な匂いすらする,0.2828612189135358,0.6643484830856323
image,,「地球が動いてるかもしれないって、お前それ本当か?」,-0.11393289262733997,0.37230509519577026
image,,え、もうカメラ回ってる/12時になりましたニュースのお時間です,-0.2045671752179079,-0.00013062823563814163
image,,鍵なくした....,-0.32778127881365027,-0.11122122406959534
image,,宿題側の解いてほしいという熱意が伝わらなかった,1.0,0.07752540707588196
image,,中折れ復活応援してくれよ,-0.11393289262733997,-0.1800791621208191
image,,チョップして切れるのがレタス チョップして怪我をするのがキャベツ,-0.32778127881365027,-0.1480715572834015
image,,キノコの精の大襲来,-0.08833213901850889,-0.2210940420627594
image,,カ/ンに貰えると思うな!,-0.08833213901850889,0.3020055294036865
image,,家族写真撮影中に知らない子がドヤ顔で入って来た,-0.24096418518952545,0.2637709677219391
image,,いろんな角度で俺を観賞すれば良いんじゃねーの!?,1.0,0.16205501556396484
image,,この辺の空気と、この辺のを交換して、大事に持っとく,0.11196736997390078,-0.035149626433849335
image,,そうそう俺の余命は後3分っってバカヤロウ,1.0,0.38362476229667664
image,,言うこと聞かない子はぁ~こうだ♥️\グキ/,-0.32778127881365027,-0.5302125215530396
image,,不合格だったけど、登校,1.0,-0.29060909152030945
image,,ザンダ,1.0,-0.560092568397522
image,,投稿したボケで、そのうちバ,-0.5211017204097173,-0.38364994525909424
image,,キタサンブラックナツキアイ,-0.5211017204097173,-0.35394012928009033
image,,スパー伊東/キラ100%,-0.24096418518952545,0.0365208201110363
image,,何すかの地上絵,-0.06449840760781256,-0.13647723197937012
image,,お市乳房,0.08316301918787916,-0.10140690207481384
image,,伊集院ひか,-0.14158381300447986,-0.30496880412101746
image,,見兼ねた無免許の彼が代わりに運転してくれました,-0.11393289262733997,0.27489039301872253
image,,コーナーキック,1.0,-0.3044643998146057
image,,"もうすぐ先生が家庭訪問に来る。早よオカンに変装せな。あかん、フ""ラどこや。(ピンポ~ン♪)ええわ、行ったれ。「は~い!」",1.0,0.5487019419670105
image,,ダンカンに絡むんだ,-0.5211017204097173,-0.4190789461135864
image,,ムーミンAは仲間を呼んだ!,-0.04220344081943439,0.05338537320494652
image,,「ひでーなタケシ!ボブの名前は母さんじゃなくて自分だよ!」と言いつつも俺の名前がマイケルだったことに気付き爆笑するタワシ,0.759646635118969,0.27981656789779663
image,,あの時黒い猫が凄まじい勢いで魚を持ち去ったのを見ニャした,-0.32778127881365027,0.32827556133270264
image,,新しいピロシキよ!,-0.24096418518952545,-0.24090051651000977
image,,半沢直樹の撮影中に何も知らずに止めに来る人達,-0.2045671752179079,0.11826090514659882
image,,自分型風船をどんどん膨らませてフリーキックに備える,-0.11393289262733997,0.06204426661133766
image,,レントゲン,-0.06449840760781256,0.11185143142938614
image,,そ/そー,-0.38103295279962135,-0.3706567883491516
image,,パパ...,0.034881964577232916,-0.10707130283117294
image,,『アジトが知りたければ身代金2億円用意しろ。ん?ピザピザピザピザ...ピザ。ここ?港の第三倉庫だ。き、貴様...謀ったな!』,1.0,0.2512285113334656
image,,見よう見まねの錬金術が失敗した,-0.32778127881365027,0.2956467866897583
image,,無地のパックをやめろ!可愛くなる努力をしろ!!,-0.38103295279962135,0.11274535953998566
image,,利用規約に同意しますか?,0.017162589006180395,0.31607720255851746
image,,関根勤小堺一機家の隣の人いかりや長助,0.5005766464491639,-0.125169575214386
image,,どうしてどうして僕たちは出逢ってしまったのだろう,-0.38103295279962135,-0.15422573685646057
image,,弱点をときどき出してくるタイプのボス,1.0,0.1764041930437088
image,,「ベジータはひよっ子です」,-0.32778127881365027,-0.2752158045768738
image,,加藤一二三四,0.8947345448544115,-0.1397707164287567
image,,あなたの首,-0.32778127881365027,-0.06781144440174103
image,,どこでもドリア,-0.28165258061457576,-0.2545788288116455
image,,へ~桑田にユーミンにサブちゃんかよ,-0.06449840760781256,-0.08802995085716248
image,,本体が回る,-0.5211017204097173,-0.45402026176452637
image,,教会系と家系,0.08316301918787916,0.022287901490926743
image,,恥ずかしがり屋なんで,-0.2045671752179079,-0.13897714018821716
image,,2人で引っ越し作業した。重い荷物を二人掛かりではこんでいるときの力んでる顔がお互い気になって見たら、想像以上にやばかった,-0.32778127881365027,0.5318112969398499
image,,電気消さない,0.6142384708510988,-0.1400260627269745
image,,コピー機...買ってください!,1.0,-0.24262306094169617
image,,水虫疑惑のカーペット,-0.06449840760781256,-0.05729009211063385
image,,グリムとイソップからのギャラが入金されなかった。,-0.6204820925947632,-0.19850778579711914
image,,何だろう?マッシュポテトで山を作りたくなってきた,-0.32778127881365027,0.4192678928375244
image,,いっぱつや,-0.5211017204097173,-0.5460471510887146
image,,ちょい右だ,-0.32778127881365027,0.13180680572986603
image,,賞賛の声,-0.7605508602048586,-0.08086495101451874
image,,わーいわーい遊園地だ/お父さん待ってよー/おい待てそこは遊園地じゃない。原子発電所だ,-0.1716420747371854,0.2048783004283905
image,,『人に騙されないための本』を買って1ページ目を開いたら「こういう本を買わないこと」と書かれていた,1.0,0.45351722836494446
image,,パンツにくっついたど根性ガエル,-0.11393289262733997,0.028161175549030304
image,,一人だけバナナ持ってきた,1.0,-0.25886887311935425
image,,"あ""www見えない壁にはばまれてwwwwお仕事に行けないでござるwwwwwww",0.37800286201085287,0.20909908413887024
image,,「どうしてもモンプチ食べたいねんてーっ!......えっ?CM明けるって?」「今晩は。ニュースの時間です。」,-0.2045671752179079,-0.1854405254125595
image,,ぶよぶよ,0.5467053446482388,-0.14403578639030457
image,,反重力スカートの完成じゃ!!,-0.021260538718001376,-0.09627830982208252
image,,明治ポ,-0.5211017204097173,-0.46937114000320435
image,,ミス医院,-0.5211017204097173,0.1738073229789734
image,,年長さんだ!,1.0,-0.4102731943130493
image,,喜怒哀楽,-0.32778127881365027,-0.014107776805758476
image,,ご主人の朝の歯磨きのえずき声でもらいえずき,-0.08833213901850889,-0.3124459981918335
image,,漢検,-0.32778127881365027,-0.36321377754211426
image,,ひとつもらうよ,1.0,-0.20378056168556213
image,,オウンゴール本日8本目,-0.32778127881365027,0.1104210764169693
image,,後に敵に捕まり、水式について吐かされる。,-0.44401631501304983,-0.1934213936328888
image,,違和感がワークする?,0.051736628591586564,0.2759128510951996
image,,ulol,-1.0,-0.5229674577713013
image,,詰め将棋,-0.7605508602048586,-0.35464638471603394
image,,とんかつの幻覚から逃げるダイエット中の戦隊ヒーロー達,1.0,-0.26876869797706604
image,,"""今日も""だろ",-0.24096418518952545,-0.05191607028245926
image,,0:0:255,1.0,0.08939619362354279
image,,どこでも半ドア,1.0,-0.033613912761211395
image,,何?キン肉マンが俺を呼んでいるだと?,1.0,0.1423565149307251
image,,林を見て森を見ず,-0.44401631501304983,0.08174033463001251
image,,このボケに☆をつければ、つけるほど幸せになります。,1.0,0.1599734127521515
image,,覚悟しろよコロナ!おれはお前を許さねぇ!,1.0,0.295308917760849
image,,フリンライダーが登場し一緒に消すと高得点ゲット!,-0.5211017204097173,0.34797751903533936
image,,ロボコップ試作機1号。伝説はここから始まった。,0.42010995383036054,0.31161364912986755
image,,プロテインしか出さない,1.0,-0.10177075862884521
image,,所々ジョージ,1.0,-0.1885611116886139
image,,私が宿題をなぜ忘れたのか...この話をするにはまず20年前中東の戦場で出会った1人の少女の話をしなくてはなりません...,0.06780706505795586,0.15679578483104706
image,,「アシカの奴が、アイドルの握手会に行って問題になってるらしい」「あの前足で握手しようというのが、まず問題だよね」,-0.24096418518952545,0.24503976106643677
image,,理教師なめてん,-0.5211017204097173,-0.08459785580635071
image,,いや、桃鉄の話じゃん!,-0.44401631501304983,-0.31898313760757446
image,,キメラの翼で到着,-0.14158381300447986,0.19241900742053986
image,,厳しい父親にな,-0.32778127881365027,0.028796423226594925
image,,ガリガリ君が当たった,1.0,-0.30361640453338623
image,,置といえばイナバ・・・って100人どころ,-1.0,-0.45782414078712463
image,,っとこワム太郎,-0.2045671752179079,0.13389179110527039
image,,ちょうどこのくらいのバナナを探してるんですけど,-0.2045671752179079,-0.1779603362083435
image,,桃太郎さん、金棒ぶんどってきました,-0.28165258061457576,0.2295507937669754
image,,ジャニー氏が社長で良かった。もしメリー氏が社長だったら『メリーズ』っていう紙おむつみたいなアイドル事務所になってた,1.0,0.0007472783327102661
image,,目が覚めた瞬間遅刻を確信 /シャワー浴びてスーツ着て時計見たら嘘やろ後2時間は寝れるやん,-0.2045671752179079,0.1334708034992218
image,,トイレで並んでたら、後ろのヤツの限界がきた,-0.28165258061457576,0.54741370677948
image,,飲酒前飲酒後,-0.04220344081943439,0.08415545523166656
image,,ひでーな父さん!俺の名前はマイケルじゃなくてボブだよ!と思いつつも自分がかつてはタケシだったことに思い馳せて号泣すタワシ,0.06780706505795586,0.282249391078949
image,,こいつらは一銭にもならん役立たず,-0.2045671752179079,-0.43425360321998596
image,,世紀末はとっくに終わってるわよ!!/もうケンシロウとか居ない?,-0.24096418518952545,-0.41295820474624634
image,,「あっち俺ん家じゃね?」,-0.11393289262733997,-0.022742200642824173
image,,okuNoOtonkimeee,-1.0,-0.5021983981132507
image,,おい、あれ見ろ。俺らより髪の毛あるぞ...,0.15111700077663248,-0.18300184607505798
image,,...... ......,-0.44401631501304983,-0.270493745803833
image,,「ふんじゃった♪」じゃねえよ。謝れよ。,1.0,0.12573203444480896
image,,モアイ嬢,-0.32778127881365027,-0.15493890643119812
image,,ジョンソンの「筋肉は無駄に使え!」今週は「船の出港を3秒遅らせる。」だ!,1.0,0.16884520649909973
